Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Age,Join_Date,Tenure_Years,Department,Job_Title,Manager_Name,Location,Country,Salary,Bonus,Total_Compensation,Performance_Rating,Employment_Status,Active_Status
5280,Ivy,Brown,Female,30-11-1991,33,11-05-2007,18,Finance,Executive,Priya,Toronto,USA,7615,4422,95802,2,Full-Time,Active
5281,Hank,Wilson,Male,29-01-1989,36,31-01-2016,9,Marketing,Coordinator,Priya,New York,USA,8037,4225,100669,2,Part-Time,Active
5282,Hank,Clark,Male,24-08-1997,27,30-01-2010,15,HR,Executive,John,Bangalore,India,8103,2222,99458,4,Contract,Active
5283,Hank,Smith,Male,11-09-2000,24,24-06-2014,11,HR,Coordinator,Tom,New York,Australia,9793,1931,119447,4,Contract,Active
5284,Grace,Smith,Female,29-11-1986,38,08-12-2010,14,Sales,Executive,Robert,Bangalore,India,5795,3852,73392,5,Contract,Active
5285,Hank,Wilson,Male,13-04-1989,36,26-04-2021,4,Marketing,Manager,Robert,London,USA,4803,2169,59805,5,Contract,Active
5286,Frank,Davis,Female,28-06-1993,32,22-06-2009,16,Sales,Manager,John,Sydney,UK,8248,2178,101154,1,Part-Time,Inactive
5287,Bob,Clark,Male,11-07-1997,27,11-10-2011,13,IT,Analyst,Angela,Toronto,USA,7353,3781,92017,4,Full-Time,Active
5288,Bob,Lee,Female,08-03-1972,53,04-07-2020,4,Finance,Coordinator,John,Bangalore,USA,9920,1073,120113,4,Contract,Active
5289,Hank,Lewis,Female,14-04-1999,26,20-10-2018,6,IT,Manager,Robert,London,USA,9512,2768,116912,2,Contract,Active
5290,Alice,Williams,Female,23-08-1985,39,06-07-2011,13,IT,Coordinator,John,Toronto,India,7374,2118,90606,5,Contract,Active
5291,Frank,Lee,Female,07-01-1990,35,21-08-2019,5,Sales,Coordinator,Tom,Bangalore,Canada,7271,3383,90635,1,Full-Time,Inactive
5292,Frank,Williams,Male,03-01-1981,44,17-10-2009,15,Sales,Executive,Robert,London,India,7086,2298,87330,5,Contract,Inactive
5293,Diana,Lewis,Female,13-09-1997,27,06-05-2012,13,Finance,Manager,Robert,Toronto,Canada,5705,2337,70797,4,Full-Time,Active
5294,Jack,Smith,Male,09-03-1986,39,05-05-2014,11,Sales,Analyst,Robert,New York,India,9429,2520,115668,1,Part-Time,Active
5295,Charlie,Khan,Male,29-10-1980,44,04-10-2017,7,Sales,Analyst,Tom,Sydney,USA,8492,4363,106267,5,Contract,Active
5296,Charlie,Brown,Female,19-11-1996,28,15-09-2016,8,Sales,Analyst,Robert,Sydney,UK,6026,2696,75008,2,Full-Time,Active
5297,Alice,Johnson,Male,22-10-1981,43,03-01-2017,8,Sales,Coordinator,Angela,New York,Australia,9625,2852,118352,5,Full-Time,Active
5298,Charlie,Davis,Male,03-08-1994,30,22-09-2016,8,Sales,Analyst,Robert,Sydney,Canada,7566,4973,95765,5,Contract,Inactive
5299,Diana,Wilson,Male,10-06-1985,40,01-05-2006,19,IT,Coordinator,John,Sydney,India,8785,4151,109571,1,Contract,Inactive
5300,Eve,Smith,Male,02-12-1986,38,22-09-2008,16,IT,Manager,Angela,Bangalore,UK,9163,3156,113112,1,Full-Time,Active
5301,Charlie,Khan,Female,24-07-1988,36,12-02-2007,18,Finance,Coordinator,Priya,London,Australia,8091,2539,99631,3,Contract,Active
5302,Frank,Khan,Male,19-08-1975,49,06-05-2015,10,HR,Analyst,Robert,New York,UK,9431,4195,117367,4,Part-Time,Active
5303,Eve,Williams,Male,05-05-1995,30,07-01-2010,15,Finance,Manager,Priya,London,Canada,5077,4720,65644,2,Full-Time,Active
5304,Charlie,Khan,Male,12-06-1989,36,10-02-2019,6,Marketing,Analyst,Priya,Sydney,Canada,5720,1280,69920,5,Full-Time,Active
5305,Frank,Clark,Male,11-03-1988,37,23-07-2008,16,Finance,Coordinator,Tom,London,Australia,8747,4478,109442,1,Contract,Inactive
5306,Frank,Davis,Male,03-11-1985,39,01-07-2005,19,Finance,Coordinator,John,Toronto,Australia,4348,4651,56827,5,Full-Time,Inactive
5307,Hank,Johnson,Female,18-12-1973,51,16-06-2008,17,Sales,Analyst,John,New York,Canada,5407,1056,65940,5,Contract,Inactive
5308,Bob,Smith,Male,30-05-1971,54,11-09-2015,9,Sales,Manager,Priya,New York,Canada,9306,3372,115044,5,Contract,Active
5309,Alice,Clark,Female,29-03-1975,50,21-12-2019,5,Sales,Coordinator,Tom,New York,USA,9471,4609,118261,5,Contract,Active
5310,Diana,Smith,Male,06-05-1975,50,26-05-2005,20,HR,Executive,Angela,Bangalore,Australia,7731,1090,93862,2,Full-Time,Active
5311,Grace,Brown,Female,02-04-1985,40,20-02-2019,6,Sales,Executive,Robert,London,Australia,8551,1003,103615,2,Contract,Inactive
5312,Jack,Johnson,Male,19-07-1994,30,18-10-2015,9,Marketing,Executive,Angela,London,Canada,8092,1532,98636,2,Contract,Active
5313,Charlie,Khan,Male,25-11-1970,54,14-01-2010,15,IT,Executive,Robert,Bangalore,India,4292,4992,56496,2,Contract,Active
5314,Charlie,Brown,Female,08-08-1994,30,31-07-2017,7,Marketing,Analyst,Priya,New York,USA,8254,4530,103578,3,Contract,Active
5315,Eve,Williams,Female,23-01-1995,30,14-03-2007,18,HR,Coordinator,Tom,Bangalore,India,5502,1414,67438,1,Contract,Active
5316,Eve,Brown,Female,01-11-1987,37,22-06-2010,15,Sales,Manager,Tom,Bangalore,Canada,4024,1635,49923,4,Full-Time,Active
5317,Jack,Lee,Male,10-05-1986,39,26-10-2015,9,Finance,Executive,John,Sydney,USA,8913,2232,109188,4,Contract,Active
5318,Charlie,Williams,Female,11-11-1973,51,11-08-2008,16,IT,Analyst,John,New York,USA,5644,1262,68990,1,Part-Time,Inactive
5319,Ivy,Johnson,Female,14-02-1991,34,02-10-2021,3,HR,Manager,Angela,Toronto,Canada,5543,1744,68260,4,Part-Time,Active
5320,Diana,Davis,Female,11-02-1973,52,01-09-2017,7,Marketing,Analyst,John,Sydney,UK,7677,2626,94750,3,Part-Time,Active
5321,Charlie,Lee,Male,11-10-1982,42,27-05-2015,10,Sales,Coordinator,Robert,New York,UK,9752,2648,119672,1,Full-Time,Active
5322,Bob,Smith,Male,14-02-1984,41,09-03-2011,14,HR,Executive,Tom,New York,Australia,8514,3162,105330,4,Full-Time,Active
5323,Jack,Wilson,Male,18-04-1974,51,19-01-2013,12,HR,Manager,Tom,New York,Canada,8465,3444,105024,5,Full-Time,Active
5324,Ivy,Wilson,Female,31-03-1982,43,14-02-2016,9,Finance,Manager,Priya,London,Canada,5515,1310,67490,3,Full-Time,Active
5325,Diana,Lee,Male,19-09-1990,34,12-12-2019,5,Finance,Analyst,Priya,New York,India,5812,1606,71350,4,Contract,Inactive
5326,Charlie,Davis,Male,19-12-1978,46,15-08-2010,14,Finance,Analyst,Angela,New York,Canada,9192,2731,113035,3,Part-Time,Active
5327,Grace,Clark,Male,18-12-1978,46,03-09-2022,2,Marketing,Coordinator,Priya,Toronto,UK,7616,2544,93936,1,Part-Time,Active
5328,Hank,Wilson,Male,04-02-1987,38,20-07-2015,9,Finance,Manager,Robert,New York,Canada,8352,3873,104097,1,Contract,Active
5329,Bob,Lee,Female,02-07-1979,46,07-04-2022,3,HR,Executive,John,Bangalore,India,8423,3986,105062,1,Full-Time,Active
5330,Grace,Johnson,Male,30-03-1986,39,04-08-2005,19,HR,Executive,John,New York,Australia,4253,1108,52144,4,Contract,Active
5331,Eve,Lewis,Female,21-10-1997,27,25-02-2007,18,HR,Manager,Angela,New York,USA,6818,3333,85149,2,Part-Time,Active
5332,Eve,Davis,Female,11-05-1998,27,24-06-2009,16,IT,Manager,John,New York,Australia,8749,3519,108507,3,Full-Time,Inactive
5333,Charlie,Davis,Female,22-12-1987,37,01-09-2021,3,IT,Coordinator,Tom,London,India,9808,1367,119063,4,Contract,Active
5334,Eve,Clark,Female,06-09-1984,40,25-08-2021,3,Marketing,Executive,John,Sydney,Canada,4121,2129,51581,3,Part-Time,Active
5335,Bob,Williams,Female,11-09-1982,42,19-04-2011,14,Finance,Executive,Priya,London,UK,4032,4523,52907,5,Part-Time,Active
5336,Diana,Khan,Female,21-08-1984,40,11-04-2015,10,HR,Analyst,Tom,Toronto,Canada,5283,1060,64456,1,Full-Time,Active
5337,Frank,Wilson,Male,25-07-1997,27,07-07-2013,11,Finance,Analyst,Priya,Toronto,USA,6597,3114,82278,1,Part-Time,Active
5338,Alice,Khan,Female,21-05-1973,52,02-11-2016,8,HR,Executive,Priya,Bangalore,UK,5176,1372,63484,2,Part-Time,Inactive
5339,Jack,Khan,Male,13-12-1999,25,29-07-2021,3,IT,Manager,Angela,Bangalore,Australia,9364,3294,115662,1,Contract,Active
5340,Diana,Johnson,Female,10-07-1981,43,14-09-2018,6,HR,Manager,Angela,Toronto,India,9260,4509,115629,5,Part-Time,Active
5341,Frank,Smith,Male,27-03-1982,43,05-10-2020,4,Marketing,Analyst,Tom,Sydney,Australia,8726,1422,106134,3,Contract,Inactive
5342,Ivy,Khan,Female,04-06-1976,49,12-10-2005,19,Sales,Manager,John,Sydney,USA,6536,3972,82404,4,Part-Time,Active
5343,Bob,Davis,Male,08-11-1972,52,22-10-2014,10,HR,Coordinator,Robert,Toronto,USA,9912,4348,123292,1,Full-Time,Active
5344,Grace,Clark,Male,19-01-1983,42,07-08-2023,1,Marketing,Manager,John,New York,Canada,8325,3315,103215,4,Contract,Inactive
5345,Frank,Clark,Female,30-03-1981,44,04-07-2010,14,IT,Manager,Tom,London,Canada,4200,1337,51737,2,Part-Time,Active
5346,Bob,Lewis,Female,13-06-1992,33,11-08-2011,13,IT,Manager,Robert,London,Canada,4554,2476,57124,1,Full-Time,Active
5347,Hank,Smith,Female,16-01-1990,35,02-07-2009,15,Sales,Analyst,Priya,New York,USA,5189,4862,67130,2,Part-Time,Inactive
5348,Grace,Williams,Female,20-03-1980,45,02-02-2008,17,Finance,Manager,Priya,Sydney,UK,7106,4728,90000,3,Contract,Active
5349,Eve,Davis,Male,26-09-1996,28,05-07-2014,10,Finance,Executive,Robert,London,Australia,9108,4260,113556,3,Full-Time,Active
5350,Eve,Davis,Male,29-12-1989,35,23-06-2008,17,HR,Analyst,Priya,London,Australia,9724,1612,118300,5,Full-Time,Active
5351,Grace,Lewis,Female,14-01-1985,40,14-11-2020,4,IT,Manager,John,Bangalore,India,4950,4699,64099,1,Part-Time,Active
5352,Ivy,Brown,Female,06-04-1971,54,07-05-2022,3,Marketing,Manager,Angela,Sydney,India,4817,3811,61615,4,Contract,Active
5353,Ivy,Lewis,Male,21-04-1976,49,07-05-2015,10,Sales,Coordinator,John,Toronto,UK,4845,3462,61602,1,Contract,Active
5354,Ivy,Khan,Female,18-03-1977,48,06-10-2006,18,Finance,Manager,Priya,Toronto,Canada,4229,3827,54575,3,Contract,Inactive
5355,Frank,Lee,Male,17-02-1996,29,10-08-2012,12,HR,Analyst,Angela,New York,Canada,6337,4318,80362,2,Contract,Active
5356,Jack,Clark,Female,28-12-1970,54,26-01-2005,20,HR,Manager,John,London,UK,4920,3735,62775,5,Full-Time,Active
5357,Frank,Lewis,Female,15-01-1985,40,05-02-2014,11,IT,Analyst,Priya,Toronto,Australia,6473,3031,80707,4,Contract,Active
5358,Charlie,Khan,Male,26-07-1989,35,08-08-2010,14,Marketing,Executive,John,New York,Canada,9723,3581,120257,2,Part-Time,Active
5359,Alice,Wilson,Male,27-02-1972,53,13-10-2015,9,Marketing,Manager,Priya,Bangalore,Australia,8854,4430,110678,4,Contract,Active
5360,Grace,Smith,Female,28-07-1970,54,01-03-2018,7,Finance,Analyst,Tom,Sydney,USA,9094,4308,113436,5,Full-Time,Active
5361,Diana,Davis,Male,27-02-1993,32,04-07-2023,1,HR,Executive,Robert,London,India,9796,1516,119068,5,Part-Time,Inactive
5362,Alice,Brown,Female,11-12-1983,41,08-05-2022,3,IT,Analyst,Priya,London,Canada,5774,3807,73095,4,Full-Time,Active
5363,Hank,Smith,Male,08-07-1971,54,12-11-2022,2,Marketing,Manager,John,New York,India,8161,3802,101734,3,Contract,Active
5364,Frank,Khan,Female,22-12-1991,33,23-10-2007,17,HR,Analyst,Priya,London,UK,8948,3131,110507,2,Full-Time,Active
5365,Frank,Williams,Female,10-10-1996,28,28-06-2015,9,Marketing,Manager,Priya,Sydney,USA,7105,3042,88302,2,Contract,Active
5366,Bob,Wilson,Female,14-05-1982,43,01-09-2020,4,Sales,Analyst,John,Toronto,Canada,6002,1335,73359,1,Part-Time,Active
5367,Alice,Khan,Male,31-08-1987,37,05-12-2007,17,Marketing,Executive,John,New York,Canada,4926,4017,63129,2,Part-Time,Active
5368,Bob,Lee,Male,29-06-1995,30,28-07-2007,17,Marketing,Manager,Angela,Sydney,Australia,4665,4134,60114,3,Contract,Active
5369,Diana,Johnson,Male,22-02-1974,51,22-03-2016,9,HR,Executive,Priya,London,India,7403,2227,91063,3,Contract,Active
5370,Bob,Khan,Male,14-09-1997,27,12-01-2009,16,Marketing,Manager,Tom,Toronto,USA,9246,4333,115285,4,Contract,Active
5371,Alice,Lewis,Female,01-05-1990,35,27-12-2014,10,Marketing,Analyst,Robert,Sydney,Australia,8220,4325,102965,1,Full-Time,Active
5372,Grace,Khan,Male,26-08-1984,40,22-05-2019,6,Sales,Executive,Priya,Toronto,USA,5886,3518,74150,2,Full-Time,Inactive
5373,Hank,Lewis,Male,24-06-1988,37,25-10-2019,5,Marketing,Manager,John,Toronto,USA,8463,1063,102619,2,Part-Time,Inactive
5374,Frank,Williams,Male,23-10-2000,24,15-05-2011,14,Marketing,Executive,Angela,New York,UK,9198,4897,115273,5,Part-Time,Active
5375,Diana,Davis,Female,07-03-1989,36,25-06-2005,20,HR,Coordinator,Priya,London,UK,6057,3301,75985,4,Contract,Active
5376,Frank,Clark,Male,12-01-1993,32,05-08-2022,2,IT,Executive,Tom,Bangalore,Australia,9017,2432,110636,1,Part-Time,Active
5377,Charlie,Johnson,Male,02-06-1976,49,18-02-2008,17,Sales,Manager,John,Bangalore,Australia,8232,2660,101444,3,Part-Time,Active
5378,Hank,Williams,Female,03-08-1989,35,19-02-2021,4,Marketing,Analyst,Tom,Bangalore,Australia,4180,4028,54188,2,Contract,Active
5379,Jack,Lewis,Female,26-05-1975,50,12-08-2014,10,IT,Coordinator,Tom,Sydney,USA,5477,4026,69750,2,Full-Time,Active
5380,Bob,Clark,Female,25-02-1982,43,29-01-2023,2,HR,Coordinator,Robert,Bangalore,Canada,6133,4124,77720,5,Full-Time,Inactive
5381,Eve,Lee,Female,30-07-1984,40,15-02-2016,9,Sales,Coordinator,Robert,London,UK,8815,1383,107163,5,Contract,Active
5382,Alice,Smith,Female,11-11-1997,27,09-08-2007,17,HR,Executive,Priya,Bangalore,Canada,8309,3145,102853,2,Contract,Active
5383,Frank,Johnson,Female,14-11-1994,30,23-02-2017,8,IT,Manager,Robert,Toronto,India,5190,1124,63404,2,Part-Time,Active
5384,Bob,Brown,Female,10-07-1985,39,07-07-2012,12,Sales,Executive,Priya,Toronto,UK,5340,3151,67231,5,Part-Time,Inactive
5385,Diana,Williams,Male,18-02-1984,41,23-10-2023,1,Marketing,Coordinator,Priya,Toronto,India,8147,3579,101343,3,Part-Time,Active
5386,Frank,Smith,Female,20-04-1973,52,01-05-2005,20,IT,Coordinator,John,Bangalore,India,6243,3690,78606,2,Full-Time,Inactive
5387,Jack,Smith,Female,07-10-1995,29,15-10-2017,7,HR,Coordinator,John,London,Australia,9827,1447,119371,4,Full-Time,Active
5388,Hank,Khan,Female,30-01-1975,50,05-04-2010,15,Sales,Executive,Angela,London,USA,4712,1902,58446,2,Part-Time,Active
5389,Hank,Khan,Female,23-06-1975,50,12-08-2009,15,IT,Coordinator,Robert,Bangalore,Canada,4681,1258,57430,4,Contract,Active
5390,Frank,Brown,Female,01-09-1976,48,14-05-2020,5,IT,Analyst,Angela,London,India,9362,2962,115306,5,Contract,Active
5391,Diana,Brown,Male,28-07-2000,24,30-07-2022,2,HR,Manager,Tom,Bangalore,Australia,4586,3283,58315,3,Contract,Active
5392,Hank,Lewis,Male,25-07-1988,36,27-08-2007,17,HR,Coordinator,Priya,London,USA,5410,2836,67756,1,Full-Time,Inactive
5393,Hank,Brown,Male,26-06-1978,47,25-11-2021,3,Marketing,Manager,Priya,New York,UK,4363,4459,56815,1,Part-Time,Inactive
5394,Jack,Smith,Male,10-04-1979,46,28-03-2021,4,Marketing,Executive,John,New York,India,5932,1161,72345,1,Contract,Active
5395,Alice,Lewis,Male,23-11-1984,40,06-06-2015,10,IT,Coordinator,Tom,London,Australia,8472,4909,106573,5,Full-Time,Active
5396,Diana,Clark,Male,27-05-1997,28,02-02-2018,7,HR,Analyst,Priya,Toronto,Australia,7644,3260,94988,5,Contract,Active
5397,Diana,Davis,Male,16-08-1987,37,29-01-2014,11,IT,Coordinator,Priya,New York,Australia,9779,3475,120823,2,Full-Time,Active
5398,Grace,Davis,Female,13-11-1974,50,13-09-2022,2,Finance,Analyst,Tom,Sydney,UK,5097,1767,62931,3,Part-Time,Active
5399,Grace,Davis,Female,09-04-1990,35,22-12-2017,7,HR,Analyst,Tom,Bangalore,USA,4726,1425,58137,3,Contract,Inactive
5400,Hank,Johnson,Female,11-10-1988,36,14-10-2022,2,Finance,Manager,Priya,Sydney,Canada,4499,4257,58245,2,Full-Time,Active
5401,Eve,Johnson,Female,15-04-1999,26,12-04-2023,2,Finance,Manager,Tom,London,Canada,9609,4635,119943,3,Part-Time,Inactive
5402,Grace,Brown,Female,18-01-1978,47,10-01-2008,17,HR,Executive,Robert,London,India,5120,2475,63915,3,Full-Time,Active
5403,Hank,Davis,Female,18-04-1972,53,27-10-2019,5,Marketing,Analyst,Tom,Toronto,USA,5974,1139,72827,2,Contract,Active
5404,Ivy,Lee,Male,29-10-1999,25,07-01-2017,8,IT,Analyst,Angela,New York,India,9154,3610,113458,5,Contract,Active
5405,Charlie,Khan,Female,04-09-1985,39,18-05-2020,5,Sales,Manager,Angela,New York,Canada,4589,3132,58200,1,Contract,Inactive
5406,Charlie,Lee,Female,12-01-1983,42,11-11-2011,13,Sales,Executive,Priya,Sydney,UK,9620,3158,118598,2,Full-Time,Active
5407,Diana,Davis,Female,23-04-1983,42,05-04-2018,7,HR,Manager,Priya,New York,USA,4847,4041,62205,2,Contract,Active
5408,Eve,Davis,Male,05-08-1978,46,21-08-2015,9,Marketing,Manager,John,London,USA,5106,2158,63430,1,Contract,Active
5409,Jack,Khan,Male,25-06-1970,55,03-01-2007,18,Marketing,Executive,Tom,Toronto,India,4928,1114,60250,1,Contract,Active
5410,Alice,Davis,Male,11-08-1982,42,01-05-2009,16,Marketing,Analyst,Angela,Bangalore,India,7112,3237,88581,4,Contract,Inactive
5411,Grace,Williams,Female,29-08-1978,46,28-01-2015,10,Sales,Analyst,John,Sydney,UK,7009,2466,86574,4,Contract,Inactive
5412,Ivy,Smith,Female,15-07-1977,47,20-07-2015,9,Finance,Executive,Priya,Sydney,USA,6661,1039,80971,4,Full-Time,Active
5413,Hank,Lewis,Female,08-09-1995,29,23-04-2023,2,Sales,Analyst,Robert,Bangalore,Canada,7760,4505,97625,5,Contract,Active
5414,Eve,Khan,Male,17-04-1972,53,25-08-2011,13,Marketing,Executive,Tom,London,Canada,5799,1109,70697,2,Part-Time,Inactive
5415,Diana,Davis,Male,25-06-1991,34,20-11-2005,19,Sales,Executive,John,Sydney,Australia,4595,4028,59168,4,Contract,Active
5416,Grace,Johnson,Female,26-06-1977,48,17-02-2015,10,Sales,Manager,Robert,New York,Canada,6260,1536,76656,5,Full-Time,Active
5417,Eve,Johnson,Male,19-01-1991,34,10-03-2019,6,IT,Analyst,Priya,New York,Australia,9367,1632,114036,1,Contract,Active
5418,Grace,Smith,Female,03-04-1984,41,12-03-2013,12,HR,Analyst,Angela,New York,Australia,8692,2797,107101,4,Contract,Inactive
5419,Alice,Johnson,Male,07-04-1977,48,28-12-2005,19,Finance,Executive,John,Toronto,India,6168,3778,77794,2,Full-Time,Active
5420,Alice,Lewis,Male,24-10-1986,38,02-10-2010,14,IT,Manager,John,Bangalore,Canada,6503,2983,81019,3,Full-Time,Active
5421,Jack,Wilson,Male,07-10-1989,35,25-04-2017,8,HR,Manager,Priya,London,Australia,8520,4426,106666,5,Contract,Active
5422,Charlie,Wilson,Female,04-03-1979,46,23-07-2020,4,Marketing,Analyst,Priya,New York,Canada,8810,1555,107275,5,Contract,Active
5423,Bob,Wilson,Male,24-01-1979,46,29-01-2018,7,IT,Coordinator,Angela,New York,Canada,5672,3048,71112,1,Full-Time,Inactive
5424,Bob,Smith,Female,25-10-1982,42,08-03-2010,15,HR,Executive,Angela,Toronto,Canada,6288,2616,78072,1,Full-Time,Active
5425,Grace,Smith,Female,14-07-1976,48,07-12-2018,6,IT,Analyst,Angela,New York,UK,5631,1900,69472,1,Contract,Active
5426,Jack,Lewis,Female,19-03-1984,41,17-07-2012,12,Sales,Analyst,Robert,Toronto,Australia,9998,2451,122427,4,Full-Time,Active
5427,Bob,Khan,Male,09-01-1971,54,12-01-2009,16,Sales,Coordinator,Robert,Bangalore,Canada,7519,2337,92565,1,Contract,Active
5428,Diana,Brown,Male,20-10-1982,42,12-01-2008,17,IT,Coordinator,Priya,Sydney,India,6979,4679,88427,3,Contract,Active
5429,Bob,Wilson,Male,15-06-1973,52,24-08-2011,13,IT,Manager,John,New York,UK,9782,1913,119297,5,Part-Time,Active
5430,Frank,Johnson,Female,25-11-1990,34,04-08-2023,1,Finance,Manager,Robert,New York,Australia,4430,4372,57532,5,Part-Time,Active
5431,Hank,Lee,Male,04-10-1992,32,08-10-2018,6,Marketing,Manager,Priya,Bangalore,USA,6736,4513,85345,1,Contract,Active
5432,Jack,Brown,Male,23-02-1985,40,09-12-2009,15,Sales,Manager,Robert,Sydney,Australia,4694,4752,61080,2,Full-Time,Active
5433,Diana,Lewis,Female,30-12-1985,39,21-07-2010,14,IT,Executive,Angela,Toronto,UK,4118,2186,51602,5,Full-Time,Inactive
5434,Eve,Khan,Female,12-07-1980,44,22-03-2005,20,HR,Coordinator,Priya,Sydney,India,5929,2699,73847,4,Part-Time,Active
5435,Diana,Johnson,Female,24-11-1977,47,28-10-2023,1,Marketing,Analyst,Angela,New York,UK,5598,4625,71801,2,Part-Time,Inactive
5436,Charlie,Davis,Male,06-08-1999,25,25-03-2023,2,HR,Manager,Tom,Bangalore,Canada,6811,4785,86517,2,Contract,Inactive
5437,Eve,Khan,Male,01-05-1981,44,16-02-2013,12,Marketing,Analyst,John,London,UK,9739,1001,117869,3,Contract,Active
5438,Ivy,Wilson,Female,25-05-1985,40,29-11-2023,1,HR,Executive,Angela,Bangalore,USA,4489,3833,57701,1,Full-Time,Inactive
5439,Hank,Wilson,Male,08-01-1998,27,17-12-2011,13,Sales,Manager,John,Toronto,USA,6461,4234,81766,4,Part-Time,Active
5440,Hank,Davis,Female,21-10-1975,49,31-08-2019,5,IT,Executive,Priya,Toronto,Canada,4540,3026,57506,2,Part-Time,Active
5441,Hank,Lewis,Male,16-02-1991,34,29-03-2015,10,IT,Manager,Tom,New York,Canada,5461,2301,67833,2,Full-Time,Active
5442,Hank,Clark,Female,06-05-1971,54,08-03-2013,12,Finance,Analyst,John,Bangalore,USA,5266,1822,65014,1,Full-Time,Active
5443,Grace,Khan,Male,04-05-1978,47,30-03-2018,7,IT,Executive,Robert,London,India,5274,4908,68196,4,Part-Time,Active
5444,Hank,Davis,Female,18-01-1971,54,25-10-2020,4,Sales,Manager,Priya,Bangalore,UK,7237,1942,88786,1,Contract,Active
5445,Hank,Lewis,Female,15-03-1972,53,21-11-2005,19,Marketing,Analyst,Tom,Toronto,USA,4282,3711,55095,4,Contract,Active
5446,Hank,Lewis,Female,17-04-1985,40,04-03-2019,6,Marketing,Analyst,Robert,Bangalore,Canada,9619,3079,118507,1,Contract,Active
5447,Jack,Smith,Male,27-08-1995,29,20-06-2011,14,IT,Analyst,Robert,New York,Canada,6775,2121,83421,1,Full-Time,Inactive
5448,Grace,Khan,Male,27-01-1976,49,19-05-2008,17,HR,Manager,Tom,Toronto,India,5057,1228,61912,1,Full-Time,Active
5449,Alice,Johnson,Male,23-12-1995,29,13-04-2005,20,IT,Analyst,Angela,Bangalore,Australia,7862,4440,98784,3,Part-Time,Active
5450,Diana,Clark,Female,10-12-1994,30,09-01-2023,2,Marketing,Analyst,Tom,Bangalore,Canada,4755,3954,61014,1,Full-Time,Inactive
5451,Diana,Williams,Female,04-12-1989,35,14-06-2018,7,Finance,Manager,Tom,New York,India,8941,1777,109069,2,Part-Time,Active
5452,Eve,Lee,Female,21-01-1988,37,17-01-2007,18,Marketing,Executive,Tom,New York,USA,7140,3518,89198,3,Full-Time,Active
5453,Jack,Khan,Female,31-07-1988,36,04-12-2021,3,HR,Analyst,John,Bangalore,Australia,5652,1370,69194,1,Part-Time,Active
5454,Frank,Brown,Female,19-11-1986,38,10-06-2018,7,HR,Manager,Angela,London,USA,4072,1101,49965,4,Contract,Active
5455,Diana,Lewis,Female,11-08-1976,48,09-02-2015,10,Finance,Executive,Priya,Toronto,India,9420,1201,114241,5,Contract,Active
5456,Bob,Smith,Female,13-10-1971,53,18-07-2014,10,HR,Analyst,Robert,Bangalore,USA,6878,4242,86778,3,Contract,Inactive
5457,Frank,Davis,Female,14-05-1992,33,01-06-2008,17,IT,Manager,John,New York,UK,6030,3566,75926,4,Part-Time,Active
5458,Hank,Wilson,Female,17-06-1983,42,23-05-2013,12,IT,Coordinator,Angela,Toronto,India,9127,1815,111339,3,Part-Time,Active
5459,Hank,Davis,Male,09-09-1998,26,27-10-2019,5,Marketing,Manager,Tom,New York,Australia,7869,3292,97720,4,Contract,Inactive
5460,Grace,Davis,Female,18-12-1999,25,16-09-2009,15,Sales,Analyst,John,Toronto,Canada,5547,1588,68152,2,Full-Time,Active
5461,Frank,Clark,Male,04-10-1978,46,12-01-2011,14,IT,Executive,John,Bangalore,USA,6835,4990,87010,4,Part-Time,Active
5462,Bob,Khan,Female,30-07-1972,52,08-02-2019,6,IT,Executive,Robert,Sydney,India,7775,3762,97062,2,Full-Time,Active
5463,Grace,Davis,Male,28-11-1993,31,19-01-2014,11,Finance,Executive,Priya,Sydney,USA,4924,4042,63130,4,Contract,Active
5464,Eve,Clark,Female,08-10-1999,25,02-07-2021,3,IT,Analyst,Angela,Toronto,India,4182,3183,53367,3,Contract,Active
5465,Frank,Williams,Male,23-11-1985,39,12-12-2011,13,Marketing,Analyst,Angela,New York,India,5291,1470,64962,5,Full-Time,Inactive
5466,Jack,Johnson,Female,16-03-1980,45,07-02-2021,4,Finance,Executive,Angela,New York,Australia,6581,2123,81095,3,Part-Time,Active
5467,Hank,Williams,Female,04-12-1976,48,06-12-2019,5,IT,Executive,Tom,New York,USA,7821,3054,96906,2,Full-Time,Active
5468,Hank,Khan,Female,17-04-1973,52,18-07-2014,10,Marketing,Executive,Tom,Bangalore,USA,6966,1777,85369,4,Contract,Inactive
5469,Charlie,Wilson,Male,05-08-1983,41,25-11-2009,15,Finance,Executive,John,Toronto,India,8396,1395,102147,4,Full-Time,Active
5470,Grace,Williams,Female,13-10-1971,53,26-10-2020,4,Sales,Manager,Priya,Bangalore,UK,9145,1478,111218,4,Part-Time,Inactive
5471,Alice,Clark,Male,26-03-1978,47,31-10-2009,15,Marketing,Analyst,Robert,Sydney,Canada,4106,4530,53802,5,Contract,Active
5472,Alice,Clark,Male,14-12-1977,47,24-06-2022,3,IT,Coordinator,Robert,Sydney,Canada,8891,1932,108624,3,Full-Time,Active
5473,Grace,Lee,Male,15-04-1993,32,12-03-2014,11,Finance,Executive,Priya,New York,UK,8839,1153,107221,3,Full-Time,Active
